Video Time,Commenter,Time,Comment,cleaned_comment,cluster
,Rasel Shikder,,"৩ মাসে কি ছিড়ছেন, সেটা বলেন",৩ মাসে কি ছিড়ছেন সেটা বলেন,3
,Halim Khan,,বাংলাদেশের পুলিশের পরিবর্তন চাই,বাংলাদেশের পুলিশের পরিবর্তন চাই,3
,Mahmuda Ety,,আহতদের চিকিৎসা ১ নম্বর মিশন হওয়া উচিত। উপদেষ্টা পরিযদদ,আহতদের চিকিৎসা ১ নম্বর মিশন হওয়া উচিত উপদেষ্টা পরিযদদ,2
,Sayamal Kanti Dey,,মাত্র ১০০ দিনে কিভাবে জনপ্রিয়তা তলানিতে নেমে আসতো এটার জন্য একটা কমিশন গঠন করার দাবী জানাচ্ছি।,মাত্র ১০০ দিনে কিভাবে জনপ্রিয়তা তলানিতে নেমে আসতো এটার জন্য একটা কমিশন গঠন করার দাবী জানাচ্ছি,3
,Hasina Begum,,jara unus ar podo tek cai Tara manosi na,jara unus ar podo tek cai tara manosi na,2
,Farhana Tabassum,,জামায়াত ইসলামী জিন্দাবাদ,জামায়াত ইসলামী জিন্দাবাদ,3
,Md Tarikul Islam Taj,,"৫ মাস থেকে বাজেট আসে নাহ,,৫ মাস থেকে বেতন পাই নাহ,,এ দায় কার????",৫ মাস থেকে বাজেট আসে নাহ ৫ মাস থেকে বেতন পাই নাহ এ দায় কার,3
,Rakib Khan,,নারায়ে তাকবির আল্লাহু আকবর,নারায়ে তাকবির আল্লাহু আকবর,1
,Belal Hossin,,alhamdulillah,alhamdulillah,2
,Md. Al-Amin,,jamaat e islam,jamaat e islam,2
,Ludociel Beckett,,Nouka Khanki Magi Hasina,nouka khanki magi hasina,2
,Evo Rifat,,প্রতিবন্ধী লীগ,প্রতিবন্ধী লীগ,1
,PRINCE ISLAM,,হারপিক লীগ বার বার আর হাসিনাকে দরকার হবে না।,হারপিক লীগ বার বার আর হাসিনাকে দরকার হবে না,1
,rabiul islam,,একশত দিনে বাংলাদেশের মানুষের চুল ছিড়ছেন,একশত দিনে বাংলাদেশের মানুষের চুল ছিড়ছেন,3
,Ayesha Nisa,,Dr. unus will stay for a long time.,dr unus will stay for a long time,2
,Govt Job Bangladesh,,মৃনালের বেড পার্টনার হাসু কই,মৃনালের বেড পার্টনার হাসু কই,3
,দেশটা আমার ও আমাদের,,DSKM,dskm,2
,Saddam Hossain,,মুখে বললে হবে না কাজই করতে হবে বন্যায় ক্ষতিগ্রস্তদের ১০০০ কোটি টাকা কই দিবেন বলছিলেন এরকম মুখে বইলেন না কাজ করেন,মুখে বললে হবে না কাজই করতে হবে বন্যায় ক্ষতিগ্রস্তদের ১০০০ কোটি টাকা কই দিবেন বলছিলেন এরকম মুখে বইলেন না কাজ করেন,3
,Shah Alom,,হারপিক লীগ,হারপিক লীগ,1
,MD. Saidur Rahman,,harpic lig,harpic lig,2
,Mrinmoy Chakraborty,,sudd khorr,sudd khorr,2
,Azher Babu,,জারজ লীগ কমেন্ট করছে,জারজ লীগ কমেন্ট করছে,1
,As Ar,,জামায়াতে ইসলামী ও ছাত্র শিবির জিন্দাবাদ,জামায়াতে ইসলামী ও ছাত্র শিবির জিন্দাবাদ,3
,Nozrul Islam,,Good,good,2
,Robiul Islam,,ধান শিষ,ধান শিষ,3
,MD jakiul Hossain jion,,ভুয়া,ভুয়া,2
,Musa Ahmed,,বাংলাদেশ ইসলামি আন্দোলন জিন্দাবাদ।,বাংলাদেশ ইসলামি আন্দোলন জিন্দাবাদ,3
,Civil Engineering Solutions,,students jindabad,students jindabad,2
,Islam Mia,,মোঃ আবু বকর সিদ্দিক,মোঃ আবু বকর সিদ্দিক,3
,SB TV BD এক হও মুসলিম,,স্বৈরাচার মুক্ত বাংলাদেশ চাই,স্বৈরাচার মুক্ত বাংলাদেশ চাই,0
,Akelima Taluida,,আমরা ফারুকীকে চাই না,আমরা ফারুকীকে চাই না,0
,SHAJID GAME PC,,jamat,jamat,2
,Santo Islam,,জয় বাংলা,জয় বাংলা,4
,Sheikh Ibrahim,,ইশলামি ছাত্র শিবির জিন্দাবাদ,ইশলামি ছাত্র শিবির জিন্দাবাদ,3
,Mominul Islam,,স্যার উপদেষ্টা পরিষদ সংস্কার করুন।,স্যার উপদেষ্টা পরিষদ সংস্কার করুন,0
,Muhammad Rashed,,আসসালামু আলাইকুম,আসসালামু আলাইকুম,1
,Saif khan Tutol,,দ্রুত নির্বাচন দেন,দ্রুত নির্বাচন দেন,3
,Md Raton,,joy Bangla,joy bangla,2
,Munjur Miya,,yunus shud khore podo teg korun banglar jonogon yunus des k ses Kore deac,yunus shud khore podo teg korun banglar jonogon yunus des k ses kore deac,2
,Md. Taif,,ভালো কিছু করেন দেশের মানুষ অন্তর্বর্তীকালীন সরকার উপর অসন্তুষ্ট,ভালো কিছু করেন দেশের মানুষ অন্তর্বর্তীকালীন সরকার উপর অসন্তুষ্ট,3
,Md Riyaz,,জয় বাংলা জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,Rajia Sultana,,protibondi leaggue,protibondi leaggue,2
,Mujanur 1,,জয় বাংলা জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,Lamim khin,,স্বৈরাচার লীগ মুক্ত বাংলাদেশ চাই,স্বৈরাচার লীগ মুক্ত বাংলাদেশ চাই,0
,Rasel Shikder,,জাতীয় বাটপার,জাতীয় বাটপার,3
,GaME HuBB,,Messi Goat,messi goat,2
,অজানা,,"ইউনূসের একটাই উদ্দশ্য দেশ কে লুট করে বিদেশ পালানো, দুর্নীতিতে, চোর ডাকাতিতে ভরিয়ে দিল দেশ টা, kew চিকিৎসা পাচ্ছে না, সবাই বিনা চিকিৎসায় মরছে",ইউনূসের একটাই উদ্দশ্য দেশ কে লুট করে বিদেশ পালানো দুর্নীতিতে চোর ডাকাতিতে ভরিয়ে দিল দেশ টা kew চিকিৎসা পাচ্ছে না সবাই বিনা চিকিৎসায় মরছে,3
,MD Anowar Hossain,,আওয়ামী লীগের জারজ সন্তানেরা তোদের কে বলছে ভাষণ শুনতে,আওয়ামী লীগের জারজ সন্তানেরা তোদের কে বলছে ভাষণ শুনতে,3
,In front of Lina,,দ্রব্য মূল্যের দাম কম চাই,দ্রব্য মূল্যের দাম কম চাই,3
,Iris Ali,,লুৎফুজ্জামান বাবরের মুক্তি চাই,লুৎফুজ্জামান বাবরের মুক্তি চাই,3
,Tawhid Asem,,faruuuki hotao,faruuuki hotao,2
,Asadullah Dulu,,জিনিসপত্র দামের কথা বললে জনগণ উপকৃত হবে।,জিনিসপত্র দামের কথা বললে জনগণ উপকৃত হবে,3
,Ripon Ahmod,,রাজনৈতিক শক্তিকে সাথে নিয়ে একটি স্বপ্নের বাংলাদেশ বিনির্মাণ করুন,রাজনৈতিক শক্তিকে সাথে নিয়ে একটি স্বপ্নের বাংলাদেশ বিনির্মাণ করুন,3
,BD Esports.24,,Sud kur desh ta re bikari banaya carbo,sud kur desh ta re bikari banaya carbo,2
,Sheikh Mubashwir,,"কমেন্ট লীগ মাঠে আসুন, যাতে পুলিশ আপনাদের ধরতে পারে",কমেন্ট লীগ মাঠে আসুন যাতে পুলিশ আপনাদের ধরতে পারে,3
